S/N,Date,Branch,Pizza Type,Quantity,Time,Time Range,Price
356,42341,Ibadan,Italiano,3,0.341226851851852,Before 9:00am,12
357,42350,Abuja,Hot Veggie,4,0.341226851851852,Before 9:00am,16
358,42348,Surulere,Hot Veggie,5,0.341238425925926,Before 9:00am,16
359,42348,Lekki,Extravaganza,3,0.341238425925926,Before 9:00am,8
360,42345,Lekki,Chicken Bali,1,0.341273148148148,Before 9:00am,8
361,42351,Surulere,Hot Pepperoni Feast,5,0.341273148148148,Before 9:00am,16
362,42351,Lekki,Extravaganza,1,0.341284722222222,Before 9:00am,8
363,42352,Abuja,Chicken Feast,4,0.341284722222222,Before 9:00am,8
364,42344,Abuja,Margarita,3,0.34130787037037,Before 9:00am,16
365,42349,Abuja,Chicken Legend,5,0.341331018518518,Before 9:00am,8
366,42345,Ibadan,BBQ Philly Steak,1,0.341354166666667,Before 9:00am,16
367,42352,Lekki,Meatzaa,1,0.341388888888889,Before 9:00am,8
368,42343,Ibadan,BBQ Philly Steak,5,0.341435185185185,Before 9:00am,16
369,42344,Ikoyi,Chicken Feast,4,0.341458333333333,Before 9:00am,8
370,42351,Ibadan,Pepperoni Feast,2,0.341469907407407,Before 9:00am,16
371,42350,Ibadan,Pepperoni Feast,1,0.341493055555556,Before 9:00am,16
372,42352,Lekki,Margarita,3,0.34150462962963,Before 9:00am,16
373,42351,Ibadan,Hot Pepperoni Feast,5,0.34150462962963,Before 9:00am,16
374,42353,Ikoyi,Chicken Feast,1,0.341516203703704,Before 9:00am,8
375,42351,Surulere,Margarita,5,0.341539351851852,Before 9:00am,16
376,42345,Ikoyi,Chicken Legend,3,0.341539351851852,Before 9:00am,8
377,42350,Ikoyi,Veggie Supreme,2,0.3415625,Before 9:00am,12
378,42352,Ibadan,Hot Veggie,1,0.341608796296296,Before 9:00am,16
379,42353,Ibadan,Italiano,4,0.341643518518519,Before 9:00am,12
380,42347,Surulere,Margarita,5,0.341643518518519,Before 9:00am,16
381,42351,Lekki,Italiano,2,0.341655092592593,Before 9:00am,12
382,42352,Ikoyi,Italiano,5,0.341689814814815,Before 9:00am,12
383,42342,Surulere,Chicken Suya,5,0.341736111111111,Before 9:00am,16
384,42347,Surulere,Hot Pepperoni Feast,4,0.341747685185185,Before 9:00am,16
385,42346,Surulere,Chicken Feast,3,0.341770833333333,Before 9:00am,8
386,42343,Ibadan,Chicken Feast,5,0.341793981481481,Before 9:00am,8
387,42348,Abuja,Pepperoni Suya,3,0.341793981481481,Before 9:00am,12
388,42344,Abuja,Pepperoni Suya,4,0.341863425925926,Before 9:00am,12
389,42341,Ikoyi,Chicken Legend,3,0.341875,Before 9:00am,8
390,42351,Ibadan,Hot Pepperoni Feast,4,0.341875,Before 9:00am,16
391,42346,Ibadan,Italiano,1,0.341898148148148,Before 9:00am,12
392,42343,Lekki,Veggie Supreme,2,0.341909722222222,Before 9:00am,12
393,42349,Ikoyi,Extravaganza,1,0.341921296296296,Before 9:00am,8
394,42352,Ibadan,Veggie Supreme,4,0.34193287037037,Before 9:00am,12
395,42350,Surulere,BBQ Philly Steak,5,0.341944444444444,Before 9:00am,16
396,42344,Lekki,Beef Suya,5,0.341979166666667,Before 9:00am,12
397,42349,Ikoyi,Margarita,2,0.342013888888889,Before 9:00am,16
398,42349,Abuja,BBQ Philly Steak,5,0.342025462962963,Before 9:00am,16
399,42342,Lekki,Hot Veggie,1,0.342025462962963,Before 9:00am,16
400,42352,Ikoyi,Hot Veggie,5,0.342048611111111,Before 9:00am,16
401,42353,Surulere,Margarita,1,0.342071759259259,Before 9:00am,16
402,42345,Abuja,Extravaganza,1,0.342106481481481,Before 9:00am,8
403,42341,Ikoyi,Pepperoni Suya,4,0.34212962962963,Before 9:00am,12
404,42345,Ibadan,Chicken Bali,4,0.342175925925926,Before 9:00am,8
405,42344,Abuja,Veggie Supreme,2,0.3421875,Before 9:00am,12
406,42348,Surulere,Italiano,4,0.3421875,Before 9:00am,12
407,42341,Abuja,Chicken Feast,5,0.342199074074074,Before 9:00am,8
408,42347,Abuja,Meatzaa,1,0.342210648148148,Before 9:00am,8
409,42346,Abuja,Veggie Supreme,5,0.34224537037037,Before 9:00am,12
410,42343,Abuja,Beef Suya,4,0.34224537037037,Before 9:00am,12
411,42341,Ibadan,Meatzaa,5,0.342256944444444,Before 9:00am,8
412,42349,Ibadan,Chicken Legend,2,0.342268518518519,Before 9:00am,8
413,42343,Ikoyi,Meatzaa,4,0.342326388888889,Before 9:00am,8
414,42351,Ibadan,Veggie Supreme,3,0.342349537037037,Before 9:00am,12
415,42343,Surulere,Beef Suya,3,0.342349537037037,Before 9:00am,12
416,42350,Ikoyi,Meatzaa,4,0.342349537037037,Before 9:00am,8
417,42345,Ibadan,Veggie Supreme,1,0.342361111111111,Before 9:00am,12
418,42343,Ikoyi,Beef Suya,2,0.342361111111111,Before 9:00am,12
419,42349,Ibadan,Beef Suya,5,0.342372685185185,Before 9:00am,12
420,42342,Abuja,Hot Veggie,3,0.342384259259259,Before 9:00am,16
421,42343,Ibadan,Chicken Bali,3,0.342384259259259,Before 9:00am,8
422,42353,Abuja,Meatzaa,5,0.342395833333333,Before 9:00am,8
423,42345,Abuja,Chicken Feast,2,0.342418981481481,Before 9:00am,8
424,42341,Lekki,BBQ Philly Steak,4,0.342418981481481,Before 9:00am,16
425,42348,Abuja,Italiano,2,0.342418981481481,Before 9:00am,12
426,42353,Ikoyi,Pepperoni Suya,1,0.342430555555556,Before 9:00am,12
427,42343,Ibadan,Meatzaa,2,0.342430555555556,Before 9:00am,8
428,42347,Ibadan,Beef Suya,2,0.34244212962963,Before 9:00am,12
429,42342,Ikoyi,Meatzaa,5,0.34244212962963,Before 9:00am,8
430,42349,Ibadan,Chicken Suya,2,0.342488425925926,Before 9:00am,16
431,42343,Surulere,Chicken Bali,4,0.342569444444444,Before 9:00am,8
432,42353,Lekki,Chicken Legend,4,0.342592592592593,Before 9:00am,8
433,42352,Abuja,Chicken Legend,1,0.342615740740741,Before 9:00am,8
434,42347,Ibadan,Pepperoni Feast,5,0.342627314814815,Before 9:00am,16
435,42353,Abuja,Chicken Feast,3,0.342662037037037,Before 9:00am,8
436,42343,Ibadan,Chicken Suya,4,0.342685185185185,Before 9:00am,16
437,42342,Abuja,Beef Suya,3,0.342766203703704,Before 9:00am,12
438,42345,Ibadan,Chicken Legend,1,0.342789351851852,Before 9:00am,8
439,42347,Ikoyi,Italiano,3,0.342800925925926,Before 9:00am,12
440,42348,Ikoyi,BBQ Philly Steak,5,0.342824074074074,Before 9:00am,16
441,42348,Abuja,Margarita,3,0.342939814814815,Before 9:00am,16
442,42348,Lekki,Meatzaa,3,0.342951388888889,Before 9:00am,8
443,42344,Abuja,Chicken Bali,4,0.342974537037037,Before 9:00am,8
444,42353,Abuja,Hot Veggie,2,0.343020833333333,Before 9:00am,16
445,42348,Ibadan,Pepperoni Suya,3,0.343020833333333,Before 9:00am,12
446,42341,Abuja,Pepperoni Feast,4,0.343043981481481,Before 9:00am,16
447,42342,Surulere,Veggie Supreme,5,0.343055555555556,Before 9:00am,12
448,42349,Ikoyi,BBQ Philly Steak,2,0.343078703703704,Before 9:00am,16
449,42344,Ikoyi,BBQ Philly Steak,1,0.343090277777778,Before 9:00am,16
450,42346,Surulere,Chicken Bali,3,0.343090277777778,Before 9:00am,8
451,42350,Ikoyi,Chicken Legend,1,0.343113425925926,Before 9:00am,8
452,42343,Ikoyi,Chicken Suya,3,0.343125,Before 9:00am,16
453,42347,Lekki,Pepperoni Feast,1,0.34318287037037,Before 9:00am,16
454,42349,Abuja,Chicken Legend,1,0.343206018518519,Before 9:00am,8
455,42350,Abuja,Extravaganza,5,0.343217592592593,Before 9:00am,8
456,42344,Abuja,Hot Pepperoni Feast,2,0.343229166666667,Before 9:00am,16
457,42342,Ibadan,Extravaganza,3,0.343298611111111,Before 9:00am,8
458,42350,Abuja,Extravaganza,2,0.343321759259259,Before 9:00am,8
459,42346,Surulere,Chicken Suya,3,0.343321759259259,Before 9:00am,16
460,42351,Lekki,Pepperoni Feast,3,0.343391203703704,Before 9:00am,16
461,42348,Ikoyi,Veggie Supreme,3,0.3434375,Before 9:00am,12
462,42342,Lekki,Pepperoni Suya,5,0.343472222222222,Before 9:00am,12
463,42344,Ikoyi,Extravaganza,2,0.343599537037037,Before 9:00am,8
464,42342,Lekki,Meatzaa,4,0.343668981481482,Before 9:00am,8
465,42344,Lekki,Extravaganza,1,0.34369212962963,Before 9:00am,8
466,42345,Ibadan,Meatzaa,2,0.343726851851852,Before 9:00am,8
467,42352,Ibadan,Chicken Bali,1,0.343726851851852,Before 9:00am,8
468,42344,Ikoyi,Hot Veggie,5,0.34375,Before 9:00am,16
469,42353,Lekki,BBQ Chicken,3,0.343773148148148,Before 9:00am,16
470,42341,Abuja,Beef Suya,4,0.343796296296296,Before 9:00am,12
471,42351,Surulere,Beef Suya,1,0.343796296296296,Before 9:00am,12
472,42345,Ibadan,Pepperoni Feast,4,0.343842592592593,Before 9:00am,16
473,42350,Ikoyi,Hot Pepperoni Feast,3,0.343888888888889,Before 9:00am,16
474,42352,Abuja,Beef Suya,2,0.343912037037037,Before 9:00am,12
475,42349,Abuja,Meatzaa,3,0.343958333333333,Before 9:00am,8
476,42349,Abuja,Pepperoni Feast,2,0.343958333333333,Before 9:00am,16
477,42343,Abuja,Margarita,5,0.343993055555556,Before 9:00am,16
478,42343,Ibadan,BBQ Philly Steak,2,0.344027777777778,Before 9:00am,16
479,42349,Abuja,Italiano,2,0.344027777777778,Before 9:00am,12
480,42346,Ikoyi,Chicken Legend,2,0.344039351851852,Before 9:00am,8
481,42350,Abuja,Beef Suya,4,0.344097222222222,Before 9:00am,12
482,42348,Abuja,Chicken Suya,4,0.344108796296296,Before 9:00am,16
483,42351,Ibadan,Italiano,5,0.344166666666667,Before 9:00am,12
484,42347,Abuja,Meatzaa,4,0.344166666666667,Before 9:00am,8
485,42349,Surulere,Beef Suya,3,0.344189814814815,Before 9:00am,12
486,42351,Ibadan,Chicken Feast,2,0.344201388888889,Before 9:00am,8
487,42347,Lekki,Chicken Feast,3,0.344201388888889,Before 9:00am,8
488,42346,Lekki,Hot Veggie,4,0.344270833333333,Before 9:00am,16
489,42352,Ikoyi,Chicken Suya,5,0.344293981481481,Before 9:00am,16
490,42343,Lekki,Veggie Supreme,2,0.344305555555556,Before 9:00am,12
491,42350,Ibadan,Hot Veggie,4,0.344340277777778,Before 9:00am,16
492,42342,Ibadan,Pepperoni Suya,4,0.344351851851852,Before 9:00am,12
493,42341,Abuja,Chicken Suya,5,0.344375,Before 9:00am,16
494,42347,Abuja,Meatzaa,1,0.344409722222222,Before 9:00am,8
495,42343,Ikoyi,Chicken Feast,1,0.34443287037037,Before 9:00am,8
496,42353,Ibadan,Pepperoni Feast,5,0.344525462962963,Before 9:00am,16
497,42342,Lekki,Hot Pepperoni Feast,3,0.344560185185185,Before 9:00am,16
498,42344,Abuja,Pepperoni Suya,4,0.344560185185185,Before 9:00am,12
499,42345,Ikoyi,Chicken Suya,5,0.344594907407407,Before 9:00am,16
500,42341,Ibadan,Pepperoni Feast,2,0.34462962962963,Before 9:00am,16
501,42344,Surulere,Hot Veggie,5,0.344641203703704,Before 9:00am,16
502,42352,Abuja,Veggie Supreme,4,0.344664351851852,Before 9:00am,12
503,42344,Surulere,Hot Pepperoni Feast,5,0.344664351851852,Before 9:00am,16
504,42347,Lekki,Chicken Suya,1,0.344675925925926,Before 9:00am,16
505,42351,Ikoyi,Chicken Suya,4,0.3446875,Before 9:00am,16
506,42343,Ibadan,Veggie Supreme,2,0.3446875,Before 9:00am,12
507,42344,Lekki,Veggie Supreme,3,0.344699074074074,Before 9:00am,12
508,42348,Ibadan,Hot Pepperoni Feast,1,0.344733796296296,Before 9:00am,16
509,42348,Abuja,Hot Veggie,2,0.344780092592593,Before 9:00am,16
510,42352,Ikoyi,Chicken Legend,2,0.344849537037037,Before 9:00am,8
511,42343,Ibadan,Meatzaa,5,0.344861111111111,Before 9:00am,8
512,42343,Lekki,Chicken Suya,3,0.344861111111111,Before 9:00am,16
513,42351,Lekki,Pepperoni Suya,5,0.344861111111111,Before 9:00am,12
514,42352,Surulere,Chicken Bali,5,0.344884259259259,Before 9:00am,8
515,42344,Ikoyi,Margarita,1,0.34494212962963,Before 9:00am,16
516,42341,Ibadan,BBQ Chicken,1,0.34494212962963,Before 9:00am,16
517,42344,Lekki,Pepperoni Suya,1,0.344953703703704,Before 9:00am,12
518,42343,Lekki,Pepperoni Suya,2,0.344976851851852,Before 9:00am,12
519,42343,Ibadan,Italiano,4,0.345011574074074,Before 9:00am,12
520,42344,Surulere,Chicken Feast,1,0.345069444444444,Before 9:00am,8
521,42343,Ibadan,Italiano,4,0.345081018518519,Before 9:00am,12
522,42352,Lekki,Pepperoni Feast,3,0.345115740740741,Before 9:00am,16
523,42343,Ibadan,BBQ Philly Steak,2,0.345208333333333,Before 9:00am,16
524,42344,Surulere,Veggie Supreme,3,0.345231481481481,Before 9:00am,12
525,42341,Abuja,Hot Veggie,1,0.345243055555556,Before 9:00am,16
526,42351,Lekki,Pepperoni Feast,4,0.345266203703704,Before 9:00am,16
527,42344,Ibadan,Hot Veggie,5,0.345277777777778,Before 9:00am,16
528,42343,Abuja,Chicken Feast,4,0.345324074074074,Before 9:00am,8
529,42346,Ibadan,Chicken Suya,1,0.345381944444444,Before 9:00am,16
530,42353,Abuja,Margarita,2,0.345381944444444,Before 9:00am,16
531,42351,Surulere,Hot Veggie,3,0.345405092592593,Before 9:00am,16
532,42345,Ikoyi,BBQ Chicken,1,0.345405092592593,Before 9:00am,16
533,42347,Surulere,Chicken Feast,2,0.345462962962963,Before 9:00am,8
534,42346,Ibadan,Margarita,5,0.345474537037037,Before 9:00am,16
535,42344,Ikoyi,Hot Pepperoni Feast,3,0.345486111111111,Before 9:00am,16
536,42347,Ibadan,Pepperoni Suya,5,0.345497685185185,Before 9:00am,12
537,42341,Lekki,BBQ Philly Steak,5,0.345497685185185,Before 9:00am,16
538,42343,Abuja,Chicken Feast,3,0.345520833333333,Before 9:00am,8
539,42350,Ibadan,Extravaganza,3,0.345532407407407,Before 9:00am,8
540,42346,Ibadan,Hot Pepperoni Feast,3,0.345543981481481,Before 9:00am,16
541,42352,Abuja,Chicken Suya,1,0.345543981481481,Before 9:00am,16
542,42345,Abuja,BBQ Philly Steak,5,0.345555555555556,Before 9:00am,16
543,42348,Ikoyi,Margarita,5,0.34556712962963,Before 9:00am,16
544,42352,Lekki,Pepperoni Feast,2,0.345578703703704,Before 9:00am,16
545,42348,Surulere,BBQ Chicken,2,0.345590277777778,Before 9:00am,16
546,42351,Abuja,Extravaganza,2,0.345613425925926,Before 9:00am,8
547,42344,Abuja,Chicken Feast,1,0.345636574074074,Before 9:00am,8
548,42351,Abuja,Hot Veggie,5,0.345752314814815,Before 9:00am,16
549,42352,Abuja,Chicken Feast,1,0.345787037037037,Before 9:00am,8
550,42346,Abuja,Pepperoni Feast,1,0.345821759259259,Before 9:00am,16
551,42353,Ibadan,Meatzaa,5,0.345856481481481,Before 9:00am,8
552,42341,Ibadan,Extravaganza,3,0.345856481481481,Before 9:00am,8
553,42343,Lekki,Chicken Legend,4,0.345868055555556,Before 9:00am,8
554,42352,Ikoyi,BBQ Chicken,2,0.345868055555556,Before 9:00am,16
555,42350,Ibadan,Veggie Supreme,5,0.345891203703704,Before 9:00am,12
556,42352,Abuja,BBQ Philly Steak,1,0.345902777777778,Before 9:00am,16
557,42347,Surulere,Hot Veggie,3,0.345925925925926,Before 9:00am,16
558,42342,Ibadan,Italiano,4,0.345925925925926,Before 9:00am,12
559,42348,Surulere,Chicken Bali,5,0.345960648148148,Before 9:00am,8
560,42345,Ikoyi,Italiano,2,0.345960648148148,Before 9:00am,12
561,42353,Lekki,Pepperoni Suya,3,0.345960648148148,Before 9:00am,12
562,42341,Abuja,Meatzaa,1,0.346018518518519,Before 9:00am,8
563,42353,Lekki,Pepperoni Feast,3,0.346030092592593,Before 9:00am,16
564,42347,Abuja,Beef Suya,1,0.346053240740741,Before 9:00am,12
565,42345,Surulere,BBQ Philly Steak,3,0.346053240740741,Before 9:00am,16
566,42342,Ibadan,Hot Veggie,1,0.346087962962963,Before 9:00am,16
567,42345,Ikoyi,Meatzaa,2,0.346111111111111,Before 9:00am,8
568,42352,Abuja,Chicken Feast,3,0.346203703703704,Before 9:00am,8
569,42352,Abuja,Italiano,3,0.346203703703704,Before 9:00am,12
570,42345,Abuja,Margarita,2,0.346226851851852,Before 9:00am,16
571,42350,Ikoyi,Chicken Suya,3,0.346226851851852,Before 9:00am,16
572,42351,Lekki,Hot Pepperoni Feast,3,0.34625,Before 9:00am,16
573,42343,Lekki,Pepperoni Suya,5,0.346273148148148,Before 9:00am,12
574,42344,Ibadan,Pepperoni Suya,3,0.346284722222222,Before 9:00am,12
575,42342,Ikoyi,Chicken Suya,4,0.346319444444444,Before 9:00am,16
576,42352,Abuja,Veggie Supreme,5,0.346331018518519,Before 9:00am,12
577,42348,Surulere,Veggie Supreme,5,0.346354166666667,Before 9:00am,12
578,42351,Abuja,Margarita,3,0.346365740740741,Before 9:00am,16
579,42349,Lekki,Extravaganza,1,0.346365740740741,Before 9:00am,8
580,42352,Abuja,Chicken Legend,5,0.346388888888889,Before 9:00am,8
581,42346,Lekki,Pepperoni Suya,2,0.346400462962963,Before 9:00am,12
582,42347,Ibadan,BBQ Chicken,1,0.346435185185185,Before 9:00am,16
583,42351,Lekki,Pepperoni Suya,3,0.346435185185185,Before 9:00am,12
584,42349,Surulere,Chicken Feast,2,0.346469907407407,Before 9:00am,8
585,42346,Lekki,Hot Veggie,4,0.346493055555556,Before 9:00am,16
586,42343,Ikoyi,Chicken Legend,5,0.346539351851852,Before 9:00am,8
587,42347,Surulere,Chicken Suya,5,0.346539351851852,Before 9:00am,16
588,42347,Abuja,BBQ Philly Steak,5,0.346550925925926,Before 9:00am,16
589,42344,Surulere,Margarita,2,0.3465625,Before 9:00am,16
590,42352,Abuja,Hot Veggie,1,0.346585648148148,Before 9:00am,16
591,42344,Ibadan,BBQ Philly Steak,5,0.346608796296296,Before 9:00am,16
592,42343,Abuja,Chicken Bali,5,0.346608796296296,Before 9:00am,8
593,42346,Ibadan,Chicken Legend,2,0.346631944444444,Before 9:00am,8
594,42341,Ibadan,Meatzaa,1,0.346666666666667,Before 9:00am,8
595,42341,Ibadan,Beef Suya,2,0.346689814814815,Before 9:00am,12
596,42347,Abuja,Hot Veggie,4,0.346689814814815,Before 9:00am,16
597,42342,Ikoyi,Hot Pepperoni Feast,5,0.346689814814815,Before 9:00am,16
598,42352,Lekki,BBQ Philly Steak,5,0.346689814814815,Before 9:00am,16
599,42348,Ibadan,Hot Veggie,1,0.346701388888889,Before 9:00am,16
600,42343,Surulere,Chicken Feast,2,0.346724537037037,Before 9:00am,8
601,42350,Lekki,Pepperoni Suya,4,0.346747685185185,Before 9:00am,12
602,42348,Ibadan,Pepperoni Suya,4,0.346759259259259,Before 9:00am,12
603,42343,Abuja,Meatzaa,4,0.346805555555556,Before 9:00am,8
604,42344,Ikoyi,Hot Pepperoni Feast,1,0.346840277777778,Before 9:00am,16
605,42349,Abuja,Extravaganza,3,0.346851851851852,Before 9:00am,8
606,42349,Ibadan,Extravaganza,2,0.346863425925926,Before 9:00am,8
607,42352,Surulere,Hot Pepperoni Feast,2,0.346863425925926,Before 9:00am,16
608,42346,Surulere,BBQ Chicken,4,0.346886574074074,Before 9:00am,16
609,42352,Surulere,BBQ Philly Steak,5,0.346886574074074,Before 9:00am,16
610,42343,Ibadan,Chicken Bali,2,0.346921296296296,Before 9:00am,8
611,42350,Ibadan,Meatzaa,3,0.346921296296296,Before 9:00am,8
612,42347,Surulere,Italiano,2,0.346956018518519,Before 9:00am,12
613,42344,Abuja,Veggie Supreme,3,0.346967592592593,Before 9:00am,12
614,42346,Ibadan,BBQ Chicken,1,0.346967592592593,Before 9:00am,16
615,42352,Lekki,Chicken Feast,4,0.347013888888889,Before 9:00am,8
616,42344,Abuja,Margarita,4,0.347106481481481,Before 9:00am,16
617,42348,Abuja,Italiano,3,0.34712962962963,Before 9:00am,12
618,42352,Ibadan,Chicken Legend,4,0.347141203703704,Before 9:00am,8
619,42344,Lekki,Hot Pepperoni Feast,4,0.347141203703704,Before 9:00am,16
620,42348,Lekki,Pepperoni Suya,3,0.347152777777778,Before 9:00am,12
621,42341,Ikoyi,Beef Suya,1,0.347175925925926,Before 9:00am,12
622,42347,Ibadan,BBQ Philly Steak,2,0.347175925925926,Before 9:00am,16
623,42352,Ikoyi,Margarita,2,0.3471875,Before 9:00am,16
624,42353,Abuja,Chicken Bali,3,0.347199074074074,Before 9:00am,8
625,42353,Abuja,Meatzaa,2,0.347210648148148,Before 9:00am,8
626,42350,Surulere,Hot Pepperoni Feast,2,0.347233796296296,Before 9:00am,16
627,42350,Abuja,Veggie Supreme,4,0.347233796296296,Before 9:00am,12
628,42353,Ikoyi,Chicken Feast,3,0.34724537037037,Before 9:00am,8
629,42346,Lekki,Hot Pepperoni Feast,1,0.347256944444444,Before 9:00am,16
630,42351,Surulere,Chicken Bali,1,0.347268518518519,Before 9:00am,8
631,42349,Ikoyi,Chicken Legend,4,0.347314814814815,Before 9:00am,8
632,42343,Lekki,Extravaganza,4,0.347326388888889,Before 9:00am,8
633,42353,Abuja,Chicken Suya,5,0.347372685185185,Before 9:00am,16
634,42342,Abuja,Chicken Legend,2,0.347384259259259,Before 9:00am,8
635,42349,Ibadan,Veggie Supreme,5,0.34744212962963,Before 9:00am,12
636,42352,Ibadan,Pepperoni Suya,5,0.347453703703704,Before 9:00am,12
637,42350,Lekki,Italiano,5,0.347453703703704,Before 9:00am,12
638,42341,Lekki,BBQ Philly Steak,5,0.347453703703704,Before 9:00am,16
639,42348,Abuja,Hot Pepperoni Feast,2,0.347465277777778,Before 9:00am,16
640,42352,Surulere,Chicken Legend,3,0.347476851851852,Before 9:00am,8
641,42342,Lekki,Chicken Feast,1,0.347546296296296,Before 9:00am,8
642,42350,Abuja,BBQ Chicken,2,0.347546296296296,Before 9:00am,16
643,42344,Ibadan,Hot Pepperoni Feast,3,0.34755787037037,Before 9:00am,16
644,42344,Abuja,Hot Veggie,2,0.34755787037037,Before 9:00am,16
645,42351,Ikoyi,Veggie Supreme,3,0.347581018518519,Before 9:00am,12
646,42341,Ikoyi,Hot Veggie,1,0.347592592592593,Before 9:00am,16
647,42345,Surulere,Veggie Supreme,5,0.347604166666667,Before 9:00am,12
648,42351,Surulere,Chicken Suya,2,0.347696759259259,Before 9:00am,16
649,42350,Lekki,Chicken Feast,2,0.347696759259259,Before 9:00am,8
650,42345,Lekki,Meatzaa,3,0.347708333333333,Before 9:00am,8
651,42341,Lekki,Chicken Feast,1,0.347708333333333,Before 9:00am,8
652,42350,Abuja,Chicken Bali,1,0.347719907407407,Before 9:00am,8
653,42341,Lekki,Italiano,2,0.347719907407407,Before 9:00am,12
654,42349,Ikoyi,Veggie Supreme,1,0.347719907407407,Before 9:00am,12
655,42352,Surulere,Chicken Feast,2,0.347731481481481,Before 9:00am,8
656,42351,Surulere,Beef Suya,3,0.347731481481481,Before 9:00am,12
657,42341,Abuja,Chicken Suya,5,0.347731481481481,Before 9:00am,16
658,42352,Ikoyi,Beef Suya,4,0.34775462962963,Before 9:00am,12
659,42350,Lekki,BBQ Philly Steak,4,0.347766203703704,Before 9:00am,16
660,42348,Abuja,Chicken Suya,1,0.347766203703704,Before 9:00am,16
661,42351,Lekki,Margarita,2,0.347777777777778,Before 9:00am,16
662,42344,Lekki,Chicken Suya,2,0.347847222222222,Before 9:00am,16
663,42351,Lekki,Hot Pepperoni Feast,5,0.347847222222222,Before 9:00am,16
664,42348,Surulere,Margarita,1,0.347847222222222,Before 9:00am,16
665,42342,Abuja,Hot Pepperoni Feast,3,0.34787037037037,Before 9:00am,16
666,42350,Surulere,Beef Suya,4,0.34787037037037,Before 9:00am,12
667,42349,Surulere,Veggie Supreme,2,0.347881944444444,Before 9:00am,12
668,42342,Abuja,Chicken Suya,4,0.347881944444444,Before 9:00am,16
669,42343,Ibadan,Pepperoni Feast,3,0.347881944444444,Before 9:00am,16
670,42353,Lekki,Pepperoni Suya,2,0.347905092592593,Before 9:00am,12
671,42341,Surulere,Meatzaa,3,0.347916666666667,Before 9:00am,8
672,42351,Abuja,Pepperoni Feast,2,0.347928240740741,Before 9:00am,16
673,42344,Ikoyi,BBQ Chicken,1,0.347939814814815,Before 9:00am,16
674,42341,Lekki,Italiano,5,0.347951388888889,Before 9:00am,12
675,42346,Ikoyi,Chicken Suya,5,0.347962962962963,Before 9:00am,16
676,42352,Lekki,Chicken Suya,4,0.347986111111111,Before 9:00am,16
677,42353,Lekki,Chicken Legend,3,0.347997685185185,Before 9:00am,8
678,42353,Abuja,Chicken Bali,1,0.347997685185185,Before 9:00am,8
679,42345,Lekki,Chicken Suya,4,0.347997685185185,Before 9:00am,16
